Fight,Winner,Defeated,Referee,Date,Country,Location,Title_Bout,Weight_Class,R_fighter,B_fighter,Winning_Corner,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Trevin Giles vs Gerald Meerschaert,Gerald Meerschaert,Trevin Giles,Herb Dean,03/08/2019,USA,"Newark, New Jersey",Non Title Fight,Middleweight,Trevin Giles,Gerald Meerschaert,Blue,185.42,195.58,185,182.88,187.96,185,31,26
Colby Covington vs Robbie Lawler,Colby Covington,Robbie Lawler,Keith Peterson,03/08/2019,USA,"Newark, New Jersey",Non Title Fight,Welterweight,Colby Covington,Robbie Lawler,Red,180.34,187.96,170,180.34,182.88,170,37,31
Claudio Silva vs Cole Williams,Claudio Silva,Cole Williams,Gary Copeland,03/08/2019,USA,"Newark, New Jersey",Non Title Fight,Welterweight,Claudio Silva,Cole Williams,Red,182.88,185.42,170,180.34,180.34,170,35,36
Mickey Gall vs Salim Touahri,Mickey Gall,Salim Touahri,Gary Copeland,03/08/2019,USA,"Newark, New Jersey",Non Title Fight,Welterweight,Mickey Gall,Salim Touahri,Red,177.8,182.88,170,187.96,187.96,170,29,27
Antonina Shevchenko vs Lucie Pudilova,Antonina Shevchenko,Lucie Pudilova,Liam Kerrigan,03/08/2019,USA,"Newark, New Jersey",Non Title Fight,Women Flyweight,Antonina Shevchenko,Lucie Pudilova,Red,172.72,170.18,125,172.72,170.18,125,25,34
Miranda Granger vs Hannah Goldy,Miranda Granger,Hannah Goldy,Herb Dean,03/08/2019,USA,"Newark, New Jersey",Non Title Fight,Women Flyweight,Miranda Granger,Hannah Goldy,Red,162.56,154.94,125,170.18,172.72,125,27,27
Lauren Murphy vs Mara Romero Borella,Lauren Murphy,Mara Romero Borella,Liam Kerrigan,03/08/2019,USA,"Newark, New Jersey",Non Title Fight,Women Flyweight,Lauren Murphy,Mara Romero Borella,Red,167.64,175.26,125,165.1,170.18,125,33,36
Gavin Tucker vs SeungWoo Choi,Gavin Tucker,SeungWoo Choi,Marc Goddard,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Featherweight,Gavin Tucker,SeungWoo Choi,Red,182.88,187.96,145,167.64,167.64,145,26,33
Hakeem Dawodu vs Yoshinori Horie,Hakeem Dawodu,Yoshinori Horie,Kyle Cardinal,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Featherweight,Hakeem Dawodu,Yoshinori Horie,Red,172.72,177.8,145,172.72,185.42,145,24,28
Max Holloway vs Frankie Edgar,Max Holloway,Frankie Edgar,Herb Dean,27/07/2019,Canada,"Edmonton, Alberta",Title Fight,Featherweight,Max Holloway,Frankie Edgar,Red,167.64,172.72,135,180.34,175.26,145,37,27
Alexandre Pantoja vs Deiveson Figueiredo,Deiveson Figueiredo,Alexandre Pantoja,Dan Miragliotta,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Flyweight,Alexandre Pantoja,Deiveson Figueiredo,Blue,165.1,172.72,125,165.1,170.18,125,31,29
Olivier Aubin-Mercier vs Arman Tsarukyan,Arman Tsarukyan,Olivier Aubin-Mercier,Marc Goddard,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Lightweight,Olivier Aubin-Mercier,Arman Tsarukyan,Blue,170.18,182.88,155,175.26,177.8,155,22,30
Marc-Andre Barriault vs Krzysztof Jotko,Krzysztof Jotko,Marc-Andre Barriault,Herb Dean,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Middleweight,Marc-Andre Barriault,Krzysztof Jotko,Blue,185.42,195.58,185,185.42,187.96,185,29,29
Geoff Neal vs Niko Price,Geoff Neal,Niko Price,Dan Miragliotta,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Welterweight,Geoff Neal,Niko Price,Red,182.88,193.04,170,180.34,190.5,170,29,28
Erik Koch vs Kyle Stewart,Erik Koch,Kyle Stewart,Marc Goddard,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Welterweight,Erik Koch,Kyle Stewart,Red,182.88,193.04,170,177.8,180.34,170,30,30
Cristiane Justino vs Felicia Spencer,Cristiane Justino,Felicia Spencer,Yves Lavigne,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Women Featherweight,Cristiane Justino,Felicia Spencer,Red,167.64,172.72,145,172.72,172.72,145,28,34
Alexis Davis vs Viviane Araujo,Viviane Araujo,Alexis Davis,Yves Lavigne,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Women Flyweight,Alexis Davis,Viviane Araujo,Blue,162.56,172.72,125,167.64,172.72,135,32,34
Gillian Robertson vs Sarah Frota,Gillian Robertson,Sarah Frota,Kyle Cardinal,27/07/2019,Canada,"Edmonton, Alberta",Non Title Fight,Women Flyweight,Gillian Robertson,Sarah Frota,Red,167.64,175.26,125,165.1,160.02,125,32,24
Domingo Pilarte vs Felipe Colares,Felipe Colares,Domingo Pilarte,Frank Collazo,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Bantamweight,Domingo Pilarte,Felipe Colares,Blue,172.72,175.26,135,182.88,185.42,135,25,29
Ray Borg vs Gabriel Silva,Ray Borg,Gabriel Silva,Dan Miragliotta,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Bantamweight,Ray Borg,Gabriel Silva,Red,167.64,180.34,135,162.56,160.02,135,24,25
Mario Bautista vs Jin Soo Son,Mario Bautista,Jin Soo Son,Kerry Hatley,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Bantamweight,Mario Bautista,Jin Soo Son,Red,167.64,175.26,135,175.26,175.26,135,26,26
Alex Caceres vs Steven Peterson,Alex Caceres,Steven Peterson,Dan Miragliotta,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Featherweight,Alex Caceres,Steven Peterson,Red,177.8,177.8,145,177.8,185.42,145,29,31
Aleksei Oleinik vs Walt Harris,Walt Harris,Aleksei Oleinik,Jacob Montalvo,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Heavyweight,Aleksei Oleinik,Walt Harris,Blue,195.58,195.58,250,187.96,203.2,240,36,42
Andrei Arlovski vs Ben Rothwell,Andrei Arlovski,Ben Rothwell,Kerry Hatley,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Heavyweight,Andrei Arlovski,Ben Rothwell,Red,193.04,198.12,265,190.5,195.58,240,37,40
Greg Hardy vs Juan Adams,Greg Hardy,Juan Adams,Dan Miragliotta,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Heavyweight,Greg Hardy,Juan Adams,Red,195.58,203.2,265,195.58,203.2,265,27,30
Sam Alvey vs Klidson Abreu,Klidson Abreu,Sam Alvey,Jacob Montalvo,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,LightHeavyweight,Sam Alvey,Klidson Abreu,Blue,182.88,187.96,205,187.96,190.5,205,26,33
James Vick vs Dan Hooker,Dan Hooker,James Vick,Kerry Hatley,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Lightweight,James Vick,Dan Hooker,Blue,182.88,190.5,155,190.5,193.04,155,29,32
Alexander Hernandez vs Francisco Trinaldo,Alexander Hernandez,Francisco Trinaldo,Frank Collazo,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Lightweight,Alexander Hernandez,Francisco Trinaldo,Red,175.26,177.8,155,175.26,182.88,155,40,26
Rafael Dos Anjos vs Leon Edwards,Leon Edwards,Rafael Dos Anjos,Dan Miragliotta,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Welterweight,Rafael Dos Anjos,Leon Edwards,Blue,187.96,187.96,170,172.72,177.8,155,27,34
Raquel Pennington vs Irene Aldana,Raquel Pennington,Irene Aldana,Frank Collazo,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Women Bantamweight,Raquel Pennington,Irene Aldana,Red,175.26,172.72,135,170.18,170.18,135,31,30
Roxanne Modafferi vs Jennifer Maia,Jennifer Maia,Roxanne Modafferi,Jacob Montalvo,20/07/2019,USA,"San Antonio, Texas",Non Title Fight,Women Flyweight,Roxanne Modafferi,Jennifer Maia,Blue,162.56,162.56,125,170.18,175.26,125,30,36
Pingyuan Liu vs Jonathan Martinez,Jonathan Martinez,Pingyuan Liu,Josh Rosenthal,13/07/2019,USA,"Sacramento, California",Non Title Fight,Bantamweight,Pingyuan Liu,Jonathan Martinez,Blue,172.72,177.8,135,167.64,182.88,135,25,26
Urijah Faber vs Ricky Simon,Urijah Faber,Ricky Simon,Mike Beltran,13/07/2019,USA,"Sacramento, California",Non Title Fight,Bantamweight,Urijah Faber,Ricky Simon,Red,167.64,175.26,135,167.64,170.18,135,26,40
Benito Lopez vs Vince Morales,Benito Lopez,Vince Morales,Josh Rosenthal,13/07/2019,USA,"Sacramento, California",Non Title Fight,Bantamweight,Benito Lopez,Vince Morales,Red,170.18,177.8,145,177.8,185.42,135,28,25
Darren Elkins vs Ryan Hall,Ryan Hall,Darren Elkins,Blake Grice,13/07/2019,USA,"Sacramento, California",Non Title Fight,Featherweight,Darren Elkins,Ryan Hall,Blue,177.8,177.8,145,177.8,180.34,145,34,35
Andre Fili vs Sheymon Moraes,Andre Fili,Sheymon Moraes,Jason Herzog,13/07/2019,USA,"Sacramento, California",Non Title Fight,Featherweight,Andre Fili,Sheymon Moraes,Red,172.72,182.88,145,180.34,187.96,145,28,29
Josh Emmett vs Mirsad Bektic,Josh Emmett,Mirsad Bektic,Jason Herzog,13/07/2019,USA,"Sacramento, California",Non Title Fight,Featherweight,Josh Emmett,Mirsad Bektic,Red,172.72,177.8,145,167.64,177.8,145,28,34
Mike Rodriguez vs John Allan,,,Mike Beltran,13/07/2019,USA,"Sacramento, California",Non Title Fight,LightHeavyweight,Mike Rodriguez,John Allan,Draw,185.42,190.5,205,193.04,208.28,205,26,30
Marvin Vettori vs Cezar Ferreira,Marvin Vettori,Cezar Ferreira,Herb Dean,13/07/2019,USA,"Sacramento, California",Non Title Fight,Middleweight,Marvin Vettori,Cezar Ferreira,Red,185.42,198.12,185,182.88,187.96,185,34,25
Karl Roberson vs Wellington Turman,Karl Roberson,Wellington Turman,Blake Grice,13/07/2019,USA,"Sacramento, California",Non Title Fight,Middleweight,Karl Roberson,Wellington Turman,Red,182.88,182.88,185,185.42,187.96,185,22,28
Julianna Pena vs Nicco Montano,Julianna Pena,Nicco Montano,Josh Rosenthal,13/07/2019,USA,"Sacramento, California",Non Title Fight,Women Bantamweight,Julianna Pena,Nicco Montano,Red,165.1,165.1,135,167.64,175.26,135,30,29
Germaine de Randamie vs Aspen Ladd,Germaine de Randamie,Aspen Ladd,Herb Dean,13/07/2019,USA,"Sacramento, California",Non Title Fight,Women Bantamweight,Germaine de Randamie,Aspen Ladd,Red,167.64,167.64,135,175.26,180.34,135,24,35
Livinha Souza vs Brianna Van Buren,Brianna Van Buren,Livinha Souza,Jason Herzog,13/07/2019,USA,"Sacramento, California",Non Title Fight,Women Strawweight,Livinha Souza,Brianna Van Buren,Blue,152.4,157.48,115,160.02,160.02,115,25,28
Alejandro Perez vs Song Yadong,Song Yadong,Alejandro Perez,Herb Dean,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Alejandro Perez,Song Yadong,Blue,172.72,170.18,145,167.64,170.18,145,21,29
Marlon Vera vs Nohelin Hernandez,Marlon Vera,Nohelin Hernandez,Chris Tognoni,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Marlon Vera,Nohelin Hernandez,Red,177.8,180.34,135,172.72,177.8,135,25,26
Gilbert Melendez vs Arnold Allen,Arnold Allen,Gilbert Melendez,Marc Goddard,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Gilbert Melendez,Arnold Allen,Blue,172.72,177.8,145,175.26,185.42,145,25,37
Jon Jones vs Thiago Santos,Jon Jones,Thiago Santos,Herb Dean,06/07/2019,USA,"Las Vegas, Nevada",Title Fight,LightHeavyweight,Jon Jones,Thiago Santos,Red,187.96,193.04,205,193.04,213.36,205,35,31
Jan Blachowicz vs Luke Rockhold,Jan Blachowicz,Luke Rockhold,Herb Dean,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Jan Blachowicz,Luke Rockhold,Red,190.5,195.58,205,187.96,198.12,205,34,36
Edmen Shahbazyan vs Jack Marshman,Edmen Shahbazyan,Jack Marshman,Marc Goddard,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Edmen Shahbazyan,Jack Marshman,Red,182.88,185.42,185,187.96,187.96,185,29,21
Diego Sanchez vs Michael Chiesa,Michael Chiesa,Diego Sanchez,Mark Smith,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Diego Sanchez,Michael Chiesa,Blue,185.42,190.5,170,177.8,182.88,170,31,37
Ismail Naurdiev vs Chance Rencountre,Chance Rencountre,Ismail Naurdiev,Mark Smith,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Ismail Naurdiev,Chance Rencountre,Blue,187.96,190.5,170,177.8,187.96,170,32,22
Jorge Masvidal vs Ben Askren,Jorge Masvidal,Ben Askren,Jason Herzog,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Jorge Masvidal,Ben Askren,Red,180.34,185.42,170,180.34,187.96,170,34,34
Amanda Nunes vs Holly Holm,Amanda Nunes,Holly Holm,Marc Goddard,06/07/2019,USA,"Las Vegas, Nevada",Title Fight,Women Bantamweight,Amanda Nunes,Holly Holm,Red,172.72,175.26,135,172.72,175.26,145,37,31
Julia Avila vs Pannie Kianzad,Julia Avila,Pannie Kianzad,Chris Tognoni,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,Women Bantamweight,Julia Avila,Pannie Kianzad,Red,170.18,167.64,135,170.18,172.72,135,27,31
Claudia Gadelha vs Randa Markos,Claudia Gadelha,Randa Markos,Jason Herzog,06/07/2019,USA,"Las Vegas, Nevada",Non Title Fight,Women Strawweight,Claudia Gadelha,Randa Markos,Red,162.56,160.02,115,162.56,160.02,115,33,30
Ricardo Ramos vs Journey Newson,Ricardo Ramos,Journey Newson,Travis Metteer,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,Bantamweight,Ricardo Ramos,Journey Newson,Red,165.1,170.18,135,175.26,182.88,145,30,23
Jussier Formiga vs Joseph Benavidez,Joseph Benavidez,Jussier Formiga,Jason Herzog,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,Flyweight,Jussier Formiga,Joseph Benavidez,Blue,162.56,165.1,125,165.1,170.18,125,34,34
Francis Ngannou vs Junior Dos Santos,Francis Ngannou,Junior Dos Santos,Herb Dean,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,Heavyweight,Francis Ngannou,Junior Dos Santos,Red,193.04,195.58,238,193.04,210.82,250,35,32
Maurice Greene vs Junior Albini,Maurice Greene,Junior Albini,Jason Herzog,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,Heavyweight,Maurice Greene,Junior Albini,Red,190.5,187.96,264,200.66,203.2,258,28,32
Eryk Anders vs Vinicius Moreira,Eryk Anders,Vinicius Moreira,Vance Swerdan,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,LightHeavyweight,Eryk Anders,Vinicius Moreira,Red,193.04,193.04,205,185.42,190.5,185,30,32
Alonzo Menifield vs Paul Craig,Alonzo Menifield,Paul Craig,Herb Dean,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,LightHeavyweight,Alonzo Menifield,Paul Craig,Red,190.5,193.04,205,182.88,193.04,205,31,31
Dalcha Lungiambula vs Dequan Townsend,Dalcha Lungiambula,Dequan Townsend,Travis Metteer,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,LightHeavyweight,Dalcha Lungiambula,Dequan Townsend,Red,190.5,200.66,205,172.72,193.04,185,33,31
Roosevelt Roberts vs Vinc Pichel,Vinc Pichel,Roosevelt Roberts,Travis Metteer,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,Lightweight,Roosevelt Roberts,Vinc Pichel,Blue,177.8,182.88,155,187.96,185.42,155,36,25
Drew Dober vs Marco Polo Reyes,Drew Dober,Marco Polo Reyes,Jason Herzog,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,Lightweight,Drew Dober,Marco Polo Reyes,Red,180.34,180.34,155,172.72,177.8,155,34,30
Jared Gordon vs Dan Moret,Jared Gordon,Dan Moret,Herb Dean,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,Lightweight,Jared Gordon,Dan Moret,Red,182.88,185.42,155,175.26,172.72,145,32,30
Demian Maia vs Anthony Rocco Martin,Demian Maia,Anthony Rocco Martin,Vance Swerdan,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,Welterweight,Demian Maia,Anthony Rocco Martin,Red,182.88,185.42,170,185.42,182.88,170,29,41
Emily Whitmire vs Amanda Ribas,Amanda Ribas,Emily Whitmire,Vance Swerdan,29/06/2019,USA,"Minneapolis, Minnesota",Non Title Fight,Women Strawweight,Emily Whitmire,Amanda Ribas,Blue,160.02,167.64,125,165.1,160.02,115,25,28
Andre Ewell vs Anderson Dos Santos,Andre Ewell,Anderson Dos Santos,Gary Copeland,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Bantamweight,Andre Ewell,Anderson Dos Santos,Red,165.1,177.8,135,172.72,190.5,135,33,31
Renato Moicano vs Chan Sung Jung,Chan Sung Jung,Renato Moicano,Blake Grice,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Featherweight,Renato Moicano,Chan Sung Jung,Blue,170.18,182.88,145,180.34,182.88,155,32,30
Dan Ige vs Kevin Aguilar,Dan Ige,Kevin Aguilar,Jimmy Neely,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Featherweight,Dan Ige,Kevin Aguilar,Red,170.18,185.42,155,170.18,180.34,145,30,27
Allen Crowder vs Jairzinho Rozenstruik,Jairzinho Rozenstruik,Allen Crowder,Blake Grice,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Heavyweight,Allen Crowder,Jairzinho Rozenstruik,Blue,193.04,198.12,242,190.5,193.04,245,31,29
Matt Wiman vs Luis Pena,Luis Pena,Matt Wiman,Dan Miragliotta,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Lightweight,Matt Wiman,Luis Pena,Blue,190.5,190.5,155,177.8,172.72,155,25,35
Kevin Holland vs Alessio Di Chirico,Kevin Holland,Alessio Di Chirico,Blake Grice,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Middleweight,Kevin Holland,Alessio Di Chirico,Red,182.88,187.96,185,190.5,205.74,185,29,26
Deron Winn vs Eric Spicely,Deron Winn,Eric Spicely,Dan Miragliotta,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Middleweight,Deron Winn,Eric Spicely,Red,185.42,185.42,185,167.64,177.8,185,32,30
Bryan Barberena vs Randy Brown,Randy Brown,Bryan Barberena,Dan Miragliotta,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Welterweight,Bryan Barberena,Randy Brown,Blue,190.5,198.12,170,182.88,182.88,170,28,30
Ariane Lipski vs Molly McCann,Molly McCann,Ariane Lipski,Jimmy Neely,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Women Flyweight,Ariane Lipski,Molly McCann,Blue,162.56,157.48,125,167.64,170.18,125,29,25
Andrea Lee vs Montana De La Rosa,Andrea Lee,Montana De La Rosa,Gary Copeland,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Women Flyweight,Andrea Lee,Montana De La Rosa,Red,170.18,172.72,125,167.64,175.26,125,24,30
Ashley Yoder vs Syuri Kondo,Ashley Yoder,Syuri Kondo,Gary Copeland,22/06/2019,USA,"Greenville, South Carolina",Non Title Fight,Women Strawweight,Ashley Yoder,Syuri Kondo,Red,162.56,167.64,115,170.18,175.26,115,30,31
Jimmie Rivera vs Petr Yan,Petr Yan,Jimmie Rivera,Kevin MacDonald,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Bantamweight,Jimmie Rivera,Petr Yan,Blue,170.18,170.18,135,162.56,172.72,135,26,29
Aljamain Sterling vs Pedro Munhoz,Aljamain Sterling,Pedro Munhoz,Marc Goddard,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Bantamweight,Aljamain Sterling,Pedro Munhoz,Red,167.64,165.1,135,170.18,180.34,135,32,29
Henry Cejudo vs Marlon Moraes,Henry Cejudo,Marlon Moraes,Marc Goddard,08/06/2019,USA,"Chicago, Illinois",Title Fight,Bantamweight,Henry Cejudo,Marlon Moraes,Red,167.64,170.18,135,162.56,162.56,135,31,32
Eddie Wineland vs Grigory Popov,Eddie Wineland,Grigory Popov,Kevin MacDonald,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Bantamweight,Eddie Wineland,Grigory Popov,Red,170.18,172.72,135,170.18,175.26,135,35,34
Ricardo Lamas vs Calvin Kattar,Calvin Kattar,Ricardo Lamas,Dan Miragliotta,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Featherweight,Ricardo Lamas,Calvin Kattar,Blue,180.34,182.88,145,172.72,180.34,145,31,37
Tai Tuivasa vs Blagoy Ivanov,Blagoy Ivanov,Tai Tuivasa,Dan Miragliotta,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Heavyweight,Tai Tuivasa,Blagoy Ivanov,Blue,180.34,185.42,250,187.96,190.5,264,32,26
Tony Ferguson vs Donald Cerrone,Tony Ferguson,Donald Cerrone,Dan Miragliotta,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Lightweight,Tony Ferguson,Donald Cerrone,Red,185.42,185.42,155,180.34,193.04,155,36,35
Bevon Lewis vs Darren Stewart,Darren Stewart,Bevon Lewis,Marc Goddard,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Middleweight,Bevon Lewis,Darren Stewart,Blue,182.88,187.96,185,190.5,200.66,185,28,28
Valentina Shevchenko vs Jessica Eye,Valentina Shevchenko,Jessica Eye,Robert Madrigal,08/06/2019,USA,"Chicago, Illinois",Title Fight,Women Flyweight,Valentina Shevchenko,Jessica Eye,Red,167.64,167.64,125,165.1,167.64,125,32,31
Katlyn Chookagian vs Joanne Calderwood,Katlyn Chookagian,Joanne Calderwood,Dan Miragliotta,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Women Flyweight,Katlyn Chookagian,Joanne Calderwood,Red,167.64,165.1,125,175.26,172.72,125,33,30
Karolina Kowalkiewicz vs Alexa Grasso,Alexa Grasso,Karolina Kowalkiewicz,Kevin MacDonald,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Women Strawweight,Karolina Kowalkiewicz,Alexa Grasso,Blue,165.1,167.64,125,160.02,162.56,115,25,33
Tatiana Suarez vs Nina Ansaroff,Tatiana Suarez,Nina Ansaroff,Robert Madrigal,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Women Strawweight,Tatiana Suarez,Nina Ansaroff,Red,165.1,162.56,115,165.1,167.64,115,33,28
Yan Xiaonan vs Angela Hill,Yan Xiaonan,Angela Hill,Robert Madrigal,08/06/2019,USA,"Chicago, Illinois",Non Title Fight,Women Strawweight,Yan Xiaonan,Angela Hill,Red,160.02,162.56,115,165.1,160.02,115,34,29
Makwan Amirkhani vs Chris Fishgold,Makwan Amirkhani,Chris Fishgold,Marc Goddard,01/06/2019,Sweden,Stockholm,Non Title Fight,Featherweight,Makwan Amirkhani,Chris Fishgold,Red,172.72,172.72,145,177.8,182.88,145,26,30
Daniel Teymur vs Sung Bin Jo,Daniel Teymur,Sung Bin Jo,Rebin Saber,01/06/2019,Sweden,Stockholm,Non Title Fight,Featherweight,Daniel Teymur,Sung Bin Jo,Red,182.88,182.88,145,165.1,175.26,145,26,31
Alexander Gustafsson vs Anthony Smith,Anthony Smith,Alexander Gustafsson,Marc Goddard,01/06/2019,Sweden,Stockholm,Non Title Fight,LightHeavyweight,Alexander Gustafsson,Anthony Smith,Blue,193.04,193.04,205,195.58,200.66,205,30,32
Jimi Manuwa vs Aleksandar Rakic,Aleksandar Rakic,Jimi Manuwa,Kevin Sataki,01/06/2019,Sweden,Stockholm,Non Title Fight,LightHeavyweight,Jimi Manuwa,Aleksandar Rakic,Blue,193.04,198.12,205,185.42,200.66,205,27,39
Darko Stosic vs Devin Clark,Devin Clark,Darko Stosic,Kevin Sataki,01/06/2019,Sweden,Stockholm,Non Title Fight,LightHeavyweight,Darko Stosic,Devin Clark,Blue,182.88,190.5,205,182.88,193.04,205,29,27
Stevie Ray vs Leonardo Santos,Leonardo Santos,Stevie Ray,Marc Goddard,01/06/2019,Sweden,Stockholm,Non Title Fight,Lightweight,Stevie Ray,Leonardo Santos,Blue,182.88,190.5,155,177.8,177.8,155,39,29
Damir Hadzovic vs Christos Giagos,Christos Giagos,Damir Hadzovic,Rich Mitchell,01/06/2019,Sweden,Stockholm,Non Title Fight,Lightweight,Damir Hadzovic,Christos Giagos,Blue,177.8,180.34,155,175.26,177.8,155,29,32
Nick Hein vs Frank Camacho,Frank Camacho,Nick Hein,Leon Roberts,01/06/2019,Sweden,Stockholm,Non Title Fight,Lightweight,Nick Hein,Frank Camacho,Blue,177.8,185.42,170,167.64,167.64,155,30,35
Joel Alvarez vs Danilo Belluardo,Joel Alvarez,Danilo Belluardo,Rebin Saber,01/06/2019,Sweden,Stockholm,Non Title Fight,Lightweight,Joel Alvarez,Danilo Belluardo,Red,182.88,187.96,155,190.5,195.58,155,24,25
Rostem Akman vs Sergey Khandozhko,Sergey Khandozhko,Rostem Akman,Leon Roberts,01/06/2019,Sweden,Stockholm,Non Title Fight,Welterweight,Rostem Akman,Sergey Khandozhko,Blue,185.42,187.96,170,177.8,182.88,170,27,27
